,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1626353165561114624,1626353134271627264,1676587785000.0,2023-02-16 22:49:45,+0000,,"@UltimateOdin ご参加アリがとうございます🐜  《征服者カーン》への 現在の攻撃ダメージ数は ◤ 8445 ◢  最後まで一緒に戦え❗️ 大切なものを消し去ると宣言した カーンを止めるため、何度でも挑め❗️  10,000ダメージ達成で🎁がアンロック💡  『アントマン＆ワスプ： クアントマニア』本日公開🎬  https://t.co/B3Tlv9jUkS",ja,[],[],864437453800620032,864437453800620032,MarvelStudios_J,マーベル・スタジオ［公式］,4,22,https://twitter.com/MarvelStudios_J/status/1626353165561114624,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626235138135977989/pu/img/AioFhQxEqILtDVMN.jpg,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'UltimateOdin', 'name': 'Kiriga ほぼ新チャと同じ体型', 'id': '1664491255'}]",,,,
1,1626353155372883968,1604185695882559489,1676587783000.0,2023-02-16 22:49:43,+0000,,@marvel_updat3s Do you know one time I played Silver Surfer for NES on emulation WITH all the cheat codes enabled incluing invincibility and infinite life and I was still dying left and right?  Most frustrating game ever.  https://t.co/NiFXKkKdKe,en,[],[],1493397372247937028,1493397372247937028,BudgieCat777,Budgie Cat,4,22,https://twitter.com/BudgieCat777/status/1626353155372883968,[],['https://pbs.twimg.com/tweet_video_thumb/FpH3kpwXsAUQ9DM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FpH3kpwXsAUQ9DM.jpg,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'marvel_updat3s', 'name': 'Marvel Updates', 'id': '1488626051194490881'}]",,,,
2,1626353151241773059,1626353151241773059,1676587782000.0,2023-02-16 22:49:42,+0000,,"@kgw0515 ご参加アリがとうございます🐜  《征服者カーン》への 現在の攻撃ダメージ数は ◤ 8444 ◢  最後まで一緒に戦え❗️ 大切なものを消し去ると宣言した カーンを止めるため、何度でも挑め❗️  10,000ダメージ達成で🎁がアンロック💡  『アントマン＆ワスプ： クアントマニア』本日公開🎬  https://t.co/FETDrkIv4Q",ja,[],[],864437453800620032,864437453800620032,MarvelStudios_J,マーベル・スタジオ［公式］,4,22,https://twitter.com/MarvelStudios_J/status/1626353151241773059,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626235138135977989/pu/img/AioFhQxEqILtDVMN.jpg,False,0,0,0,,marvel,,,,,,,[],,,,
3,1626353146930020352,1626353146930020352,1676587781000.0,2023-02-16 22:49:41,+0000,,switchのレゴ marvelがむちゃ割引きセールしておる、、、🐤🐤🐤 帰りプリカ買ってこよう。,ja,[],[],358785778,358785778,puriUK,ぷりぷり。,4,22,https://twitter.com/puriUK/status/1626353146930020352,[],[],0,,False,0,0,0,,marvel,,,,,,,[],,,,
4,1626353139556274177,1626320739732189186,1676587779000.0,2023-02-16 22:49:39,+0000,,"@notliay_ começo da Marvel n tem erro nenhum kkkkkkkkkkk, não tem como ter erro com algo começando o ponto forte da Marvel foi ter feito uma introdução foda apresentando cada um e unido todos, mas concordo com resto mas ainda sim Marvel sempre vai continua sendo famosa",pt,[],[],1304084717218811906,1304084717218811906,brightgaIaxy,gui.,4,22,https://twitter.com/brightgaIaxy/status/1626353139556274177,[],[],0,,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'notliay_', 'name': 'ąʝ♡', 'id': '1475661331177086978'}]",,,,
5,1626353124301742080,1626353124301742080,1676587775000.0,2023-02-16 22:49:35,+0000,,"@taipei12345G ご参加アリがとうございます🐜  《征服者カーン》への 現在の攻撃ダメージ数は ◤ 8443 ◢  最後まで一緒に戦え❗️ 大切なものを消し去ると宣言した カーンを止めるため、何度でも挑め❗️  10,000ダメージ達成で🎁がアンロック💡  『アントマン＆ワスプ： クアントマニア』本日公開🎬  https://t.co/yw9EZYQR8A",ja,[],[],864437453800620032,864437453800620032,MarvelStudios_J,マーベル・スタジオ［公式］,4,22,https://twitter.com/MarvelStudios_J/status/1626353124301742080,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626235138135977989/pu/img/AioFhQxEqILtDVMN.jpg,False,0,0,0,,marvel,,,,,,,[],,,,
6,1626353122972151809,1626353122972151809,1676587775000.0,2023-02-16 22:49:35,+0000,,"@shunto_o_en ご参加アリがとうございます🐜  《征服者カーン》への 現在の攻撃ダメージ数は ◤ 8442 ◢  あともう少しだ❗️ 別ユニバースでアベンジャーズを 倒したカーンに何度でも挑め❗️  10,000ダメージ達成で 最後の🎁がアンロック⚡  『アントマン＆ワスプ： クアントマニア』本日公開🎬  https://t.co/1wCVCZVfmt",ja,[],[],864437453800620032,864437453800620032,MarvelStudios_J,マーベル・スタジオ［公式］,4,22,https://twitter.com/MarvelStudios_J/status/1626353122972151809,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626235008901091328/pu/img/gk0GCWTLfruwndYw.jpg,False,0,0,0,,marvel,,,,,,,[],,,,
7,1626353121571250177,1626353086980825094,1676587775000.0,2023-02-16 22:49:35,+0000,,"@kuronekochaaan ご参加アリがとうございます🐜  《征服者カーン》への 現在の攻撃ダメージ数は ◤ 8441 ◢  カーン:「私を倒せると？すべてを征服する」  あともう一押しだ❗️何度でも挑め❗️ 10,000ダメージ達成で 最後の🎁がアンロック⚡  『アントマン＆ワスプ： クアントマニア』本日公開🎬  https://t.co/ulKgEPHbye",ja,[],[],864437453800620032,864437453800620032,MarvelStudios_J,マーベル・スタジオ［公式］,4,22,https://twitter.com/MarvelStudios_J/status/1626353121571250177,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1626235071358464008/pu/img/HcnGpgDKYNuHrKUy.jpg,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'kuronekochaaan', 'name': 'くろねこ', 'id': '912967079753506816'}]",,,,
8,1626353120576954368,1626344997443231748,1676587774000.0,2023-02-16 22:49:34,+0000,,"@Arzac23 Ah pues es que tu tuit no dice nada sobre hacer videos. Pero pues se sabe que eso da vistas y por lo tanto dinero. Si hablar de Marvel no pegara, lo harían de otra cosa.",es,[],[],116327640,116327640,its_jeypee,the other JLo,4,22,https://twitter.com/its_jeypee/status/1626353120576954368,[],[],0,,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'Arzac23', 'name': 'Fabrizzio Arzac', 'id': '187381433'}]",,,,
9,1626353119935496192,1626353119935496192,1676587774000.0,2023-02-16 22:49:34,+0000,,Superpowered fights are literally the coolest shit ever how does every DC and Marvel movie fumble it so hard,en,[],[],1170543256293130240,1170543256293130240,xaviersonline,Xavier's Online,4,22,https://twitter.com/xaviersonline/status/1626353119935496192,[],[],0,,False,0,0,0,,marvel,,,,,,,[],,,,
10,1626353112909852677,1626349873380442114,1676587772000.0,2023-02-16 22:49:32,+0000,,@wshklm t’aime pas Marvel c’est suffisant,fr,[],[],1597531429973499908,1597531429973499908,scarletksh,🍒,4,22,https://twitter.com/scarletksh/status/1626353112909852677,[],[],0,,False,0,1,0,,marvel,,,,,,,"[{'screen_name': 'wshklm', 'name': '🇵🇹', 'id': '1073162574458445825'}]",,,,
11,1626353093167263744,1626352577561477120,1676587768000.0,2023-02-16 22:49:28,+0000,,That's just being delusional especially since like it or not anime doesn't have that mainstream appeal as marvel.,en,[],[],1543703098568462340,1543703098568462340,mcranger214,Mac,4,22,https://twitter.com/mcranger214/status/1626353093167263744,[],[],0,,False,0,0,0,,marvel,,,,,,,[],,,,
12,1626353092269686787,1626353092269686787,1676587768000.0,2023-02-16 22:49:28,+0000,,esque realmente quien se cree eso??? ni en una pelicula de ficcion o de marvel  https://t.co/CYTeNWzyvf,es,[],[],1499829536078368771,1499829536078368771,camposborre,LABORRE,4,22,https://twitter.com/camposborre/status/1626353092269686787,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1620722253951340545/pu/img/7A2rgtrtFQq365qy.jpg,False,0,0,0,https://twitter.com/camposborre/status/1626352759824957440,marvel,,,,,,,[],,,,
13,1626353091112042498,1626353091112042498,1676587767000.0,2023-02-16 22:49:27,+0000,,la bande son des marvel 🤌🏻,fr,[],[],1197171173169209345,1197171173169209345,melithionine,mel 🦠,4,22,https://twitter.com/melithionine/status/1626353091112042498,[],[],0,,False,0,0,0,,marvel,,,,,,,[],,,,
14,1626353088348008450,1626334936260042752,1676587767000.0,2023-02-16 22:49:27,+0000,,"@AdamLiterally @poculumwinecup Now they could be in big bother, especially if we get bought &amp; keep moving forwards - couple lads l know STHs at Anfield a long time are fully convinced Bellingham is going there, why on earth would he? ‘he’s a fan as are his family’ like that’s important 🤣",en,[],[],397230528,397230528,AnthonyTWilson,Captain Marvel,4,22,https://twitter.com/AnthonyTWilson/status/1626353088348008450,[],[],0,,False,0,0,0,,marvel,,,,,,,"[{'screen_name': 'AdamLiterally', 'name': 'Λ D Λ M ·', 'id': '20906019'}, {'screen_name': 'poculumwinecup', 'name': 'poculum winecup', 'id': '2958553240'}]",,,,
15,1626353087425429504,1626353087425429504,1676587766000.0,2023-02-16 22:49:26,+0000,,PANIC! Marvel Studios DELAYS multiple projects! Kevin Feige in HOT WATER...  https://t.co/gf7KpKlFHm via @YouTube,en,[],[],1040223883801096192,1040223883801096192,DSeanMiller2,D'Sean Miller,4,22,https://twitter.com/DSeanMiller2/status/1626353087425429504,['https://youtu.be/mJMHziFNZ1I'],[],0,,False,0,0,0,,marvel,,,,,,,[],,,,
