,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1626351421498048513,1625906435145052177,1676587369000.0,2023-02-16 22:42:49,+0000,,@Bob_Leonard39 @GunOwners @JoeBiden Because guns are out of control.,en,[],[],1445852023241465860,1445852023241465860,noypi_13,Noypi 13,4,22,https://twitter.com/noypi_13/status/1626351421498048513,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'Bob_Leonard39', 'name': 'Robert Leonard', 'id': '104999258'}, {'screen_name': 'GunOwners', 'name': 'Gun Owners of America', 'id': '22286602'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
1,1626351247266643969,1626329313623547904,1676587328000.0,2023-02-16 22:42:08,+0000,,"@SpeakerMcCarthy Same old shit different day …. How about y’all get concerned with REAL issues that REALLY MATTER like gun control and gun violence, crime, funding education, defending social security, abortion rights and other basic human rights! No more banning books, and banning classes !!!!",en,[],[],618432746,618432746,TracyeWMPrewitt,Tracye Prewitt🏴‍☠️,4,22,https://twitter.com/TracyeWMPrewitt/status/1626351247266643969,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'SpeakerMcCarthy', 'name': 'Kevin McCarthy', 'id': '19739126'}]",,,,
2,1626351020426285056,1626077830462287873,1676587274000.0,2023-02-16 22:41:14,+0000,,@EdKrassen Continuing to enable mentally-ill people to carry out these horrific acts by immediately blaming guns each and every time is only making things worse. You share the same views on gun control as Hitler did! 🤣😂,en,[],[],821604122801700866,821604122801700866,Myreddinc,Clarence the Conqueror,4,22,https://twitter.com/Myreddinc/status/1626351020426285056,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'EdKrassen', 'name': 'Ed Krassenstein', 'id': '132339474'}]",,,,
3,1626350901752434689,1625449856679411715,1676587245000.0,2023-02-16 22:40:45,+0000,,@RedMan40270767 @RealHousewifeMi How about train people like you to control yourselves and find guns aren’t needed to solve every problem?,en,[],[],262304079,262304079,sadiesocksjake,Cheeto dust in the wind,4,22,https://twitter.com/sadiesocksjake/status/1626350901752434689,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'RedMan40270767', 'name': 'Red Man', 'id': '1589274019274149888'}, {'screen_name': 'RealHousewifeMi', 'name': 'RealHousewifeOfMichigan', 'id': '1034665733005959168'}]",,,,
4,1626350891610656773,1626053638987587586,1676587243000.0,2023-02-16 22:40:43,+0000,,"@JudyFulbright @AlCappuccinoIT Gun control nuts have built up the AR 15 as this highly destructive weapon. In some states it is illegal to use a .223 because of its ineffectiveness in bringing down a deer ethically. If you want to see power, research 12 gauge buckshot ballistics.",en,[],[],1923381960,1923381960,Pegasus6one,PEGASUS ⚔♘⚔,4,22,https://twitter.com/Pegasus6one/status/1626350891610656773,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'JudyFulbright', 'name': 'Judy Fulbright', 'id': '1545477273830277123'}, {'screen_name': 'AlCappuccinoIT', 'name': 'Al Cappuccino…☕️🇮🇹', 'id': '1513276359770005511'}]",,,,
5,1626350862070333441,1626350862070333441,1676587236000.0,2023-02-16 22:40:36,+0000,,"AND I HAVE MAD GIGANTIC FEELINGS  RAD AND FRANTIC FEELINGS  ABOUT MOST EVERYTHING  LIKE GUN CONTROL, LIKE SPRING",en,[],[],864625450257141760,864625450257141760,be_morechill,be more chill lyrics,4,22,https://twitter.com/be_morechill/status/1626350862070333441,[],[],0,,False,0,0,0,,gun control,,,,,,,[],,,,
6,1626350773134041090,1626325134360432640,1676587215000.0,2023-02-16 22:40:15,+0000,,"@sotosewn But a piece that says ""I'm against gun control"" does not endanger lives even though there are too many mass shootings and gun control would most assuredly diminish the body count.  I'll look for any response you'd like to give me when I get back!  Be well. 3/3",en,[],[],1503180703323799562,1503180703323799562,ArtfulDengler,Carlos Dengler,4,22,https://twitter.com/ArtfulDengler/status/1626350773134041090,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'sotosewn', 'name': 'maritza soto', 'id': '71840302'}]",,,,
7,1626350599384997890,1625457784903942146,1676587173000.0,2023-02-16 22:39:33,+0000,,@krassenstein I have been trying for months to contact my congressman but can’t get any response. I have a gun law plan that would help stop mass shootings and guns getting into the wrong hands. Every shooting we have everyone says we need gun control but the government don’t want it to stop.,en,[],[],1579828135771918336,1579828135771918336,trickmonkey1964,Charles White,4,22,https://twitter.com/trickmonkey1964/status/1626350599384997890,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'krassenstein', 'name': 'Brian Krassenstein', 'id': '133938408'}]",,,,
8,1626350582549078019,1626341944904372225,1676587169000.0,2023-02-16 22:39:29,+0000,,@HuffPostPol Gun Control is done for...... The Supreme's can smile.... They wrote the law that the Constitution didn't...,en,[],[],170073051,170073051,jamesbPDog,jamesb,4,22,https://twitter.com/jamesbPDog/status/1626350582549078019,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'HuffPostPol', 'name': 'HuffPost Politics', 'id': '15458694'}]",,,,
9,1626350578757685248,1626244503395786752,1676587168000.0,2023-02-16 22:39:28,+0000,,"@erosen1 @Tony_Porras2050 So my beautiful American friends and family, stop the gun violence, stop the liars (REPs), stop allowing control over your bodies and books and always be true to BLUE! Vote for everything BLUE and NEVER EVER give up, I'll be here right with you keeping up the noise and the fight!",en,[],[],1115718089407062016,1115718089407062016,Yodamonkey2,Yodamonkey,4,22,https://twitter.com/Yodamonkey2/status/1626350578757685248,[],[],0,,False,0,0,0,,gun control,,,,,,,"[{'screen_name': 'erosen1', 'name': 'Eric Rosen', 'id': '282617380'}, {'screen_name': 'Tony_Porras2050', 'name': '#SaveTheBees', 'id': '1356012554'}]",,,,
